passage	phrase_text	phrase_gloss	head	attributive	#words_mother	#nouns_mother
2_Kings 1:13	שַׂר־הַחֲמִשִּׁ֨ים הַשְּׁלִישִׁ֜י 	chief the five the third	שַׂר־הַחֲמִשִּׁ֨ים 	הַשְּׁלִישִׁ֜י 	3	2
2_Kings 1:14	אֶת־שְׁנֵ֞י שָׂרֵ֧י הַחֲמִשִּׁ֛ים הָרִאשֹׁנִ֖ים וְאֶת־חֲמִשֵּׁיהֶ֑ם 	<object marker> two chief the five the first and <object marker> five	שְׁנֵ֞י שָׂרֵ֧י הַחֲמִשִּׁ֛ים 	הָרִאשֹׁנִ֖ים 	4	3
2_Kings 2:20	צְלֹחִ֣ית חֲדָשָׁ֔ה 	pan new	צְלֹחִ֣ית 	חֲדָשָׁ֔ה 	1	1
2_Kings 2:23	נְעָרִ֤ים קְטַנִּים֙ 	boy small	נְעָרִ֤ים 	קְטַנִּים֙ 	1	1
2_Kings 3:19	כָל־עֵ֥ץ טֹוב֙ 	whole tree good	עֵ֥ץ 	טֹוב֙ 	1	1
2_Kings 3:19	כֹל֙ הַחֶלְקָ֣ה הַטֹּובָ֔ה 	whole the plot of land the good	הַחֶלְקָ֣ה 	הַטֹּובָ֔ה 	2	1
2_Kings 3:25	כָל־חֶלְקָ֣ה טֹ֠ובָה 	whole plot of land good	חֶלְקָ֣ה 	טֹ֠ובָה 	1	1
2_Kings 3:25	כָל־עֵֽץ־טֹ֣וב 	whole tree good	עֵֽץ־	טֹ֣וב 	1	1
2_Kings 3:27	קֶצֶף־גָּדֹ֖ול 	anger great	קֶצֶף־	גָּדֹ֖ול 	1	1
2_Kings 4:3	כֵּלִים֙ כֵּלִ֥ים רֵקִ֖ים 	tool tool empty	כֵּלִ֥ים 	רֵקִ֖ים 	1	1
2_Kings 4:8	אִשָּׁ֣ה גְדֹולָ֔ה 	woman great	אִשָּׁ֣ה 	גְדֹולָ֔ה 	1	1
2_Kings 4:10	עֲלִיַּת־קִיר֙ קְטַנָּ֔ה 	upper room wall small	עֲלִיַּת־קִיר֙ 	קְטַנָּ֔ה 	2	2
2_Kings 4:16	לַמֹּועֵ֤ד הַזֶּה֙ כָּעֵ֣ת חַיָּ֔ה 	to the appointment the this as the time alive	עֵ֣ת 	חַיָּ֔ה 	2	1
2_Kings 4:17	לַמֹּועֵ֤ד הַזֶּה֙ כָּעֵ֣ת חַיָּ֔ה 	to the appointment the this as the time alive	עֵ֣ת 	חַיָּ֔ה 	2	1
2_Kings 4:38	הַסִּ֣יר הַגְּדֹולָ֔ה 	the pot the great	הַסִּ֣יר 	הַגְּדֹולָ֔ה 	2	1
2_Kings 4:41	דָּבָ֥ר רָ֖ע 	word evil	דָּבָ֥ר 	רָ֖ע 	1	1
2_Kings 5:1	אִישׁ֩ גָּדֹ֨ול 	man great	אִישׁ֩ 	גָּדֹ֨ול 	1	1
2_Kings 5:2	נַעֲרָ֣ה קְטַנָּ֑ה 	girl small	נַעֲרָ֣ה 	קְטַנָּ֑ה 	1	1
2_Kings 5:13	דָּבָ֣ר גָּדֹ֗ול 	word great	דָּבָ֣ר 	גָּדֹ֗ול 	1	1
2_Kings 5:14	כִּבְשַׂ֛ר נַ֥עַר קָטֹ֖ן 	as flesh boy small	נַ֥עַר 	קָטֹ֖ן 	1	1
2_Kings 5:17	לֵאלֹהִ֣ים אֲחֵרִ֔ים 	to god(s) other	אלֹהִ֣ים 	אֲחֵרִ֔ים 	1	1
2_Kings 6:14	סוּסִ֥ים וְרֶ֖כֶב וְחַ֣יִל כָּבֵ֑ד 	horse and chariot and power heavy	חַ֣יִל 	כָּבֵ֑ד 	1	1
2_Kings 6:23	כֵּרָ֣ה גְדֹולָ֗ה 	feast great	כֵּרָ֣ה 	גְדֹולָ֗ה 	1	1
2_Kings 6:25	רָעָ֤ב גָּדֹול֙ 	hunger great	רָעָ֤ב 	גָּדֹול֙ 	1	1
2_Kings 6:29	בַּיֹּ֣ום הָאַחֵ֗ר 	in the day the other	יֹּ֣ום 	הָאַחֵ֗ר 	2	1
2_Kings 7:6	קֹ֥ול רֶ֨כֶב֙ קֹ֣ול ס֔וּס קֹ֖ול חַ֣יִל גָּדֹ֑ול 	sound chariot sound horse sound power great	קֹ֖ול חַ֣יִל 	גָּדֹ֑ול 	2	2
2_Kings 7:8	אֶל־אֹ֣הֶל אַחֵ֔ר 	to tent other	אֹ֣הֶל 	אַחֵ֔ר 	1	1
2_Kings 7:10	הַסּ֤וּס אָסוּר֙ וְהַחֲמֹ֣ור אָס֔וּר 	the horse bind and the he-ass bind	הַסּ֤וּס 	אָסוּר֙ 	2	1
2_Kings 7:10	הַסּ֤וּס אָסוּר֙ וְהַחֲמֹ֣ור אָס֔וּר 	the horse bind and the he-ass bind	הַחֲמֹ֣ור 	אָס֔וּר 	2	1
2_Kings 7:13	מִן־הַסּוּסִים֮ הַֽנִּשְׁאָרִים֮ 	from the horse the remain	הַסּוּסִים֮ 	הַֽנִּשְׁאָרִים֮ 	2	1
2_Kings 8:13	הַדָּבָ֥ר הַגָּדֹ֖ול הַזֶּ֑ה 	the word the great the this	הַדָּבָ֥ר 	הַגָּדֹ֖ול 	2	1
2_Kings 9:19	רֹכֵ֣ב סוּס֮ שֵׁנִי֒ 	ride horse second	רֹכֵ֣ב סוּס֮ 	שֵׁנִי֒ 	2	1
2_Kings 9:22	עַד־זְנוּנֵ֞י אִיזֶ֧בֶל אִמְּךָ֛ וּכְשָׁפֶ֖יהָ הָרַבִּֽים׃ 	unto fornication Jezebel mother and sorcery the much	כְשָׁפֶ֖יהָ 	הָרַבִּֽים׃ 	1	1
2_Kings 10:1	שֹׁמְרֹ֗ון אֶל־שָׂרֵ֤י יִזְרְעֶאל֙ הַזְּקֵנִ֔ים 	Samaria to chief <town> the old	שָׂרֵ֤י יִזְרְעֶאל֙ 	הַזְּקֵנִ֔ים 	2	1
2_Kings 10:19	זֶ֨בַח גָּדֹ֥ול 	sacrifice great	זֶ֨בַח 	גָּדֹ֥ול 	1	1
2_Kings 11:4	בַשָּׁנָ֣ה הַ֠שְּׁבִיעִית 	in the year the seventh	שָּׁנָ֣ה 	הַ֠שְּׁבִיעִית 	2	1
2_Kings 11:11	מִכֶּ֨תֶף הַבַּ֤יִת הַיְמָנִית֙ עַד־כֶּ֤תֶף הַבַּ֨יִת֙ הַשְּׂמָאלִ֔ית לַמִּזְבֵּ֖חַ וְלַבָּ֑יִת 	from shoulder the house the right-hand unto shoulder the house the lefthand to the altar and to the house	כֶּ֨תֶף הַבַּ֤יִת 	הַיְמָנִית֙ 	3	2
2_Kings 11:11	מִכֶּ֨תֶף הַבַּ֤יִת הַיְמָנִית֙ עַד־כֶּ֤תֶף הַבַּ֨יִת֙ הַשְּׂמָאלִ֔ית לַמִּזְבֵּ֖חַ וְלַבָּ֑יִת 	from shoulder the house the right-hand unto shoulder the house the lefthand to the altar and to the house	כֶּ֤תֶף הַבַּ֨יִת֙ 	הַשְּׂמָאלִ֔ית 	3	2
2_Kings 12:5	כֶּ֣סֶף עֹובֵ֔ר 	silver pass	כֶּ֣סֶף 	עֹובֵ֔ר 	1	1
2_Kings 12:11	סֹפֵ֤ר הַמֶּ֨לֶךְ֙ וְהַכֹּהֵ֣ן הַגָּדֹ֔ול 	scribe the king and the priest the great	הַכֹּהֵ֣ן 	הַגָּדֹ֔ול 	2	1
2_Kings 12:12	אֶת־הַכֶּ֣סֶף הַֽמְתֻכָּ֔ן 	<object marker> the silver the estimate	הַכֶּ֣סֶף 	הַֽמְתֻכָּ֔ן 	2	1
2_Kings 15:35	אֶת־שַׁ֥עַר בֵּית־יְהוָ֖ה הָעֶלְיֹֽון׃ 	<object marker> gate house YHWH the upper	שַׁ֥עַר בֵּית־יְהוָ֖ה 	הָעֶלְיֹֽון׃ 	3	2
2_Kings 16:4	בַּבָּמֹ֖ות וְעַל־הַגְּבָעֹ֑ות וְתַ֖חַת כָּל־עֵ֥ץ רַעֲנָֽן׃ 	in the high place and upon the hill and under part whole tree luxuriant	עֵ֥ץ 	רַעֲנָֽן׃ 	1	1
2_Kings 16:15	עַ֣ל הַמִּזְבֵּ֣חַ הַגָּדֹ֡ול 	upon the altar the great	הַמִּזְבֵּ֣חַ 	הַגָּדֹ֡ול 	2	1
2_Kings 16:18	אֶת־מוּסַ֨ךְ הַשַּׁבָּ֜ת וְאֶת־מְבֹ֤וא הַמֶּ֨לֶךְ֙ הַֽחִיצֹ֔ונָה 	<object marker> <uncertain> the sabbath and <object marker> entrance the king the external	מְבֹ֤וא הַמֶּ֨לֶךְ֙ 	הַֽחִיצֹ֔ונָה 	3	2
2_Kings 17:7	אֱלֹהִ֥ים אֲחֵרִֽים׃ 	god(s) other	אֱלֹהִ֥ים 	אֲחֵרִֽים׃ 	1	1
2_Kings 17:10	עַ֚ל כָּל־גִּבְעָ֣ה גְבֹהָ֔ה וְתַ֖חַת כָּל־עֵ֥ץ רַעֲנָֽן׃ 	upon whole hill high and under part whole tree luxuriant	גִּבְעָ֣ה 	גְבֹהָ֔ה 	1	1
2_Kings 17:10	עַ֚ל כָּל־גִּבְעָ֣ה גְבֹהָ֔ה וְתַ֖חַת כָּל־עֵ֥ץ רַעֲנָֽן׃ 	upon whole hill high and under part whole tree luxuriant	עֵ֥ץ 	רַעֲנָֽן׃ 	1	1
2_Kings 17:11	דְּבָרִ֣ים רָעִ֔ים 	word evil	דְּבָרִ֣ים 	רָעִ֔ים 	1	1
2_Kings 17:13	מִדַּרְכֵיכֶ֤ם הָֽרָעִים֙ 	from way the evil	דַּרְכֵיכֶ֤ם 	הָֽרָעִים֙ 	1	1
2_Kings 17:21	חֲטָאָ֥ה גְדֹולָֽה׃ 	sin great	חֲטָאָ֥ה 	גְדֹולָֽה׃ 	1	1
2_Kings 17:34	כַּמִּשְׁפָּטִ֖ים הָרִֽאשֹׁנִ֑ים 	as the justice the first	מִּשְׁפָּטִ֖ים 	הָרִֽאשֹׁנִ֑ים 	2	1
2_Kings 17:35	אֱלֹהִ֣ים אֲחֵרִ֑ים 	god(s) other	אֱלֹהִ֣ים 	אֲחֵרִ֑ים 	1	1
2_Kings 17:36	בְּכֹ֧חַ גָּדֹ֛ול וּבִזְרֹ֥ועַ נְטוּיָ֖ה 	in strength great and in arm extend	כֹ֧חַ 	גָּדֹ֛ול 	1	1
2_Kings 17:36	בְּכֹ֧חַ גָּדֹ֛ול וּבִזְרֹ֥ועַ נְטוּיָ֖ה 	in strength great and in arm extend	זְרֹ֥ועַ 	נְטוּיָ֖ה 	1	1
2_Kings 17:37	אֱלֹהִ֥ים אֲחֵרִֽים׃ 	god(s) other	אֱלֹהִ֥ים 	אֲחֵרִֽים׃ 	1	1
2_Kings 17:38	אֱלֹהִ֥ים אֲחֵרִֽים׃ 	god(s) other	אֱלֹהִ֥ים 	אֲחֵרִֽים׃ 	1	1
2_Kings 17:40	כְּמִשְׁפָּטָ֥ם הָֽרִאשֹׁ֖ון 	as justice the first	מִשְׁפָּטָ֥ם 	הָֽרִאשֹׁ֖ון 	1	1
2_Kings 18:9	בַּשָּׁנָ֤ה הָֽרְבִיעִית֙ לַמֶּ֣לֶךְ חִזְקִיָּ֔הוּ 	in the year the fourth to the king Hizkiah	שָּׁנָ֤ה 	הָֽרְבִיעִית֙ 	2	1
2_Kings 18:9	הַשָּׁנָ֣ה הַשְּׁבִיעִ֔ית לְהֹושֵׁ֥עַ בֶּן־אֵלָ֖ה מֶ֣לֶךְ יִשְׂרָאֵ֑ל 	the year the seventh to Hosea son Elah king Israel	הַשָּׁנָ֣ה 	הַשְּׁבִיעִ֔ית 	2	1
2_Kings 18:13	עַ֣ל כָּל־עָרֵ֧י יְהוּדָ֛ה הַבְּצֻרֹ֖ות 	upon whole town Judah the fortified	עָרֵ֧י יְהוּדָ֛ה 	הַבְּצֻרֹ֖ות 	2	1
2_Kings 18:17	בִּתְעָלַת֙ הַבְּרֵכָ֣ה הָֽעֶלְיֹונָ֔ה 	in channel the pool the upper	הַבְּרֵכָ֣ה 	הָֽעֶלְיֹונָ֔ה 	2	1
2_Kings 18:19	הַמֶּ֤לֶךְ הַגָּדֹול֙ מֶ֣לֶךְ אַשּׁ֔וּר 	the king the great king Asshur	הַמֶּ֤לֶךְ 	הַגָּדֹול֙ 	2	1
2_Kings 18:21	עַל־מִשְׁעֶנֶת֩ הַקָּנֶ֨ה הָרָצ֤וּץ הַזֶּה֙ עַל־מִצְרַ֔יִם 	upon support the reed the crush the this upon Egypt	הַקָּנֶ֨ה 	הָרָצ֤וּץ 	2	1
2_Kings 18:28	בְקֹול־גָּדֹ֖ול 	in sound great	קֹול־	גָּדֹ֖ול 	1	1
2_Kings 18:28	דְּבַר־הַמֶּ֥לֶךְ הַגָּדֹ֖ול מֶ֥לֶךְ אַשּֽׁוּר׃ 	word the king the great king Asshur	הַמֶּ֥לֶךְ 	הַגָּדֹ֖ול 	2	1
2_Kings 19:4	אֱלֹהִ֣ים חַ֔י 	god(s) alive	אֱלֹהִ֣ים 	חַ֔י 	1	1
2_Kings 19:16	אֱלֹהִ֥ים חָֽי׃ 	god(s) alive	אֱלֹהִ֥ים 	חָֽי׃ 	1	1
2_Kings 19:24	מַ֣יִם זָרִ֑ים 	water strange	מַ֣יִם 	זָרִ֑ים 	1	1
2_Kings 19:25	גַּלִּ֥ים נִצִּ֖ים 	heap decay	גַּלִּ֥ים 	נִצִּ֖ים 	1	1
2_Kings 19:25	עָרִ֥ים בְּצֻרֹֽות׃ 	town fortified	עָרִ֥ים 	בְּצֻרֹֽות׃ 	1	1
2_Kings 19:29	בַשָּׁנָ֥ה הַשֵּׁנִ֖ית 	in the year the second	שָּׁנָ֥ה 	הַשֵּׁנִ֖ית 	2	1
2_Kings 19:29	בַשָּׁנָ֣ה הַשְּׁלִישִׁ֗ית 	in the year the third	שָּׁנָ֣ה 	הַשְּׁלִישִׁ֗ית 	2	1
2_Kings 19:30	פְּלֵיטַ֧ת בֵּית־יְהוּדָ֛ה הַנִּשְׁאָרָ֖ה 	escape house Judah the remain	פְּלֵיטַ֧ת בֵּית־יְהוּדָ֛ה 	הַנִּשְׁאָרָ֖ה 	3	2
2_Kings 19:35	פְּגָרִ֥ים מֵתִֽים׃ 	corpse die	פְּגָרִ֥ים 	מֵתִֽים׃ 	1	1
2_Kings 20:3	בֶּֽאֱמֶת֙ וּבְלֵבָ֣ב שָׁלֵ֔ם 	in trustworthiness and in heart complete	לֵבָ֣ב 	שָׁלֵ֔ם 	1	1
2_Kings 20:3	בְּכִ֥י גָדֹֽול׃ ס  	weeping great	בְּכִ֥י 	גָדֹֽול׃ ס  	1	1
2_Kings 20:5	בַּיֹּום֙ הַשְּׁלִישִׁ֔י 	in the day the third	יֹּום֙ 	הַשְּׁלִישִׁ֔י 	2	1
2_Kings 20:8	בַּיֹּ֥ום הַשְּׁלִישִׁ֖י 	in the day the third	יֹּ֥ום 	הַשְּׁלִישִׁ֖י 	2	1
2_Kings 20:14	מֵאֶ֧רֶץ רְחֹוקָ֛ה מִבָּבֶֽל׃ 	from earth remote from Babel	אֶ֧רֶץ 	רְחֹוקָ֛ה 	1	1
2_Kings 21:16	גַם֩ דָּ֨ם נָקִ֜י 	even blood innocent	דָּ֨ם 	נָקִ֜י 	1	1
2_Kings 22:4	אֶל־חִלְקִיָּ֨הוּ֙ הַכֹּהֵ֣ן הַגָּדֹ֔ול 	to Hilkiah the priest the great	הַכֹּהֵ֣ן 	הַגָּדֹ֔ול 	2	1
2_Kings 22:8	חִלְקִיָּ֜הוּ הַכֹּהֵ֤ן הַגָּדֹול֙ 	Hilkiah the priest the great	הַכֹּהֵ֤ן 	הַגָּדֹול֙ 	2	1
2_Kings 22:13	עַל־דִּבְרֵ֛י הַסֵּ֥פֶר הַנִּמְצָ֖א הַזֶּ֑ה 	upon word the letter the find the this	הַסֵּ֥פֶר 	הַנִּמְצָ֖א 	2	1
2_Kings 22:17	לֵאלֹהִ֣ים אֲחֵרִ֔ים 	to god(s) other	אלֹהִ֣ים 	אֲחֵרִ֔ים 	1	1
2_Kings 23:4	אֶת־חִלְקִיָּהוּ֩ הַכֹּהֵ֨ן הַגָּדֹ֜ול וְאֶת־כֹּהֲנֵ֣י הַמִּשְׁנֶה֮ וְאֶת־שֹׁמְרֵ֣י הַסַּף֒ 	<object marker> Hilkiah the priest the great and <object marker> priest the second and <object marker> keep the threshold	הַכֹּהֵ֨ן 	הַגָּדֹ֜ול 	2	1
2_Kings 24:4	דָּ֣ם נָקִ֑י 	blood innocent	דָּ֣ם 	נָקִ֑י 	1	1
2_Kings 25:1	בַּחֹ֣דֶשׁ הָעֲשִׂירִי֮ בֶּעָשֹׂ֣ור לַחֹדֶשׁ֒ 	in the month the tenth in the a ten to the month	חֹ֣דֶשׁ 	הָעֲשִׂירִי֮ 	2	1
2_Kings 25:8	בַחֹ֤דֶשׁ הַֽחֲמִישִׁי֙ בְּשִׁבְעָ֣ה לַחֹ֔דֶשׁ 	in the month the fifth in seven to the month	חֹ֤דֶשׁ 	הַֽחֲמִישִׁי֙ 	2	1
2_Kings 25:17	לַֽעַמּ֥וּד הַשֵּׁנִ֖י עַל־הַשְּׂבָכָֽה׃ 	to the pillar the second upon the net	עַמּ֥וּד 	הַשֵּׁנִ֖י 	2	1
2_Kings 25:25	בַּחֹ֣דֶשׁ הַשְּׁבִיעִ֗י 	in the month the seventh	חֹ֣דֶשׁ 	הַשְּׁבִיעִ֗י 	2	1
Isaiah 1:4	גֹּ֣וי חֹטֵ֗א עַ֚ם כֶּ֣בֶד עָוֹ֔ן זֶ֣רַע מְרֵעִ֔ים בָּנִ֖ים מַשְׁחִיתִ֑ים 	people miss people heavy sin seed be evil son destroy	גֹּ֣וי 	חֹטֵ֗א 	1	1
Isaiah 1:4	גֹּ֣וי חֹטֵ֗א עַ֚ם כֶּ֣בֶד עָוֹ֔ן זֶ֣רַע מְרֵעִ֔ים בָּנִ֖ים מַשְׁחִיתִ֑ים 	people miss people heavy sin seed be evil son destroy	עַ֚ם 	כֶּ֣בֶד עָוֹ֔ן 	1	1
Isaiah 1:4	גֹּ֣וי חֹטֵ֗א עַ֚ם כֶּ֣בֶד עָוֹ֔ן זֶ֣רַע מְרֵעִ֔ים בָּנִ֖ים מַשְׁחִיתִ֑ים 	people miss people heavy sin seed be evil son destroy	בָּנִ֖ים 	מַשְׁחִיתִ֑ים 	1	1
Isaiah 1:6	פֶּ֥צַע וְחַבּוּרָ֖ה וּמַכָּ֣ה טְרִיָּ֑ה 	bruise and bruise and blow fresh	מַכָּ֣ה 	טְרִיָּ֑ה 	1	1
Isaiah 1:8	כְּסֻכָּ֣ה בְכָ֑רֶם כִּמְלוּנָ֥ה בְמִקְשָׁ֖ה כְּעִ֥יר נְצוּרָֽה׃ 	as cover of foliage in vineyard as watching-place in cucumber field as town watch	עִ֥יר 	נְצוּרָֽה׃ 	1	1
Isaiah 1:21	קִרְיָ֖ה נֶאֱמָנָ֑ה 	town be firm	קִרְיָ֖ה 	נֶאֱמָנָ֑ה 	1	1
Isaiah 1:26	עִ֣יר הַצֶּ֔דֶק קִרְיָ֖ה נֶאֱמָנָֽה׃ 	town the justice town be firm	קִרְיָ֖ה 	נֶאֱמָנָֽה׃ 	1	1
Isaiah 1:30	כְּאֵלָ֖ה נֹבֶ֣לֶת עָלֶ֑הָ 	as big tree wither leafage	אֵלָ֖ה 	נֹבֶ֣לֶת עָלֶ֑הָ 	1	1
Isaiah 2:3	עַמִּ֣ים רַבִּ֗ים 	people much	עַמִּ֣ים 	רַבִּ֗ים 	1	1
Isaiah 2:4	לְעַמִּ֣ים רַבִּ֑ים 	to people much	עַמִּ֣ים 	רַבִּ֑ים 	1	1
Isaiah 2:13	עַל֙ כָּל־אַרְזֵ֣י הַלְּבָנֹ֔ון הָרָמִ֖ים וְהַנִּשָּׂאִ֑ים 	upon whole cedar the Lebanon the be high and the lift	אַרְזֵ֣י הַלְּבָנֹ֔ון 	הָרָמִ֖ים וְהַנִּשָּׂאִ֑ים 	3	1
Isaiah 2:14	עַ֖ל כָּל־הֶהָרִ֣ים הָרָמִ֑ים 	upon whole the mountain the be high	הֶהָרִ֣ים 	הָרָמִ֑ים 	2	1
Isaiah 2:14	עַ֖ל כָּל־הַגְּבָעֹ֥ות הַנִּשָּׂאֹֽות׃ 	upon whole the hill the lift	הַגְּבָעֹ֥ות 	הַנִּשָּׂאֹֽות׃ 	2	1
Isaiah 2:15	עַ֖ל כָּל־מִגְדָּ֣ל גָּבֹ֑הַ 	upon whole tower high	מִגְדָּ֣ל 	גָּבֹ֑הַ 	1	1
Isaiah 2:15	עַ֖ל כָּל־חֹומָ֥ה בְצוּרָֽה׃ 	upon whole wall fortified	חֹומָ֥ה 	בְצוּרָֽה׃ 	1	1
Isaiah 5:9	בָּתִּ֤ים רַבִּים֙ 	house much	בָּתִּ֤ים 	רַבִּים֙ 	1	1
Isaiah 5:16	הָאֵל֙ הַקָּדֹ֔ושׁ 	the god the holy	הָאֵל֙ 	הַקָּדֹ֔ושׁ 	2	1
Isaiah 5:30	חֹ֔שֶׁךְ צַ֣ר 	darkness narrow	חֹ֔שֶׁךְ 	צַ֣ר 	1	1
Isaiah 6:1	עַל־כִּסֵּ֖א רָ֣ם וְנִשָּׂ֑א 	upon seat be high and lift	כִּסֵּ֖א 	רָ֣ם וְנִשָּׂ֑א 	1	1
Isaiah 6:5	אִ֤ישׁ טְמֵֽא־שְׂפָתַ֨יִם֙ 	man unclean lip	אִ֤ישׁ 	טְמֵֽא־שְׂפָתַ֨יִם֙ 	1	1
Isaiah 6:5	בְתֹוךְ֙ עַם־טְמֵ֣א שְׂפָתַ֔יִם 	in midst people unclean lip	עַם־	טְמֵ֣א שְׂפָתַ֔יִם 	1	1
Isaiah 7:3	אֶל־קְצֵ֗ה תְּעָלַת֙ הַבְּרֵכָ֣ה הָעֶלְיֹונָ֔ה אֶל־מְסִלַּ֖ת שְׂדֵ֥ה כֹובֵֽס׃ 	to end channel the pool the upper to highway open field wash	הַבְּרֵכָ֣ה 	הָעֶלְיֹונָ֔ה 	2	1
Isaiah 7:4	מִשְּׁנֵ֨י זַנְבֹ֧ות הָאוּדִ֛ים הָעֲשֵׁנִ֖ים הָאֵ֑לֶּה בָּחֳרִי־אַ֛ף רְצִ֥ין וַאֲרָ֖ם וּבֶן־רְמַלְיָֽהוּ׃ 	from two tail the log the smoking the these in heat nose Rezin and Aram and son Remaliah	שְּׁנֵ֨י זַנְבֹ֧ות הָאוּדִ֛ים 	הָעֲשֵׁנִ֖ים 	4	3
Isaiah 7:20	בְּתַ֨עַר הַשְּׂכִירָ֜ה בְּעֶבְרֵ֤י נָהָר֙ בְּמֶ֣לֶךְ אַשּׁ֔וּר 	in knife the hired in opposite stream in king Asshur	תַ֨עַר 	הַשְּׂכִירָ֜ה 	1	1
Isaiah 8:1	גִּלָּיֹ֣ון גָּדֹ֑ול 	tablet great	גִּלָּיֹ֣ון 	גָּדֹ֑ול 	1	1
Isaiah 8:2	עֵדִ֖ים נֶאֱמָנִ֑ים 	witness be firm	עֵדִ֖ים 	נֶאֱמָנִ֑ים 	1	1
Isaiah 8:7	אֶת־מֵ֣י הַנָּהָ֗ר הָעֲצוּמִים֙ וְהָ֣רַבִּ֔ים אֶת־מֶ֥לֶךְ אַשּׁ֖וּר וְאֶת־כָּל־כְּבֹודֹ֑ו 	<object marker> water the stream the mighty and the much <object marker> king Asshur and <object marker> whole weight	מֵ֣י הַנָּהָ֗ר 	הָעֲצוּמִים֙ וְהָ֣רַבִּ֔ים 	3	2
Isaiah 9:1	אֹ֣ור גָּדֹ֑ול 	light great	אֹ֣ור 	גָּדֹ֑ול 	1	1
Isaiah 10:6	בְּגֹ֤וי חָנֵף֙ 	in people alienated	גֹ֤וי 	חָנֵף֙ 	1	1
Isaiah 10:14	בֵּיצִ֣ים עֲזֻבֹ֔ות 	egg leave	בֵּיצִ֣ים 	עֲזֻבֹ֔ות 	1	1
Isaiah 11:6	נַ֥עַר קָטֹ֖ן 	boy small	נַ֥עַר 	קָטֹ֖ן 	1	1
Isaiah 13:2	עַ֤ל הַר־נִשְׁפֶּה֙ 	upon mountain sweep bare	הַר־	נִשְׁפֶּה֙ 	1	1
Isaiah 13:4	דְּמ֣וּת עַם־רָ֑ב 	likeness people much	עַם־	רָ֑ב 	1	1
Isaiah 13:14	כִּצְבִ֣י מֻדָּ֔ח וּכְצֹ֖אן 	as gazelle wield and as cattle	צְבִ֣י 	מֻדָּ֔ח 	1	1
Isaiah 14:3	מֵֽעָצְבְּךָ֖ וּמֵרָגְזֶ֑ךָ וּמִן־הָעֲבֹדָ֥ה הַקָּשָׁ֖ה 	from pain and from excitement and from the work the hard	הָעֲבֹדָ֥ה 	הַקָּשָׁ֖ה 	2	1
Isaiah 14:19	כְּנֵ֣צֶר נִתְעָ֔ב 	as shoot be abhorrent	נֵ֣צֶר 	נִתְעָ֔ב 	1	1
Isaiah 14:19	לְב֥וּשׁ הֲרֻגִ֖ים מְטֹ֣עֲנֵי חָ֑רֶב 	clothing kill pierce dagger	הֲרֻגִ֖ים 	מְטֹ֣עֲנֵי חָ֑רֶב 	1	0
Isaiah 14:19	כְּפֶ֥גֶר מוּבָֽס׃ 	as corpse tread down	פֶ֥גֶר 	מוּבָֽס׃ 	1	1
Isaiah 14:29	שָׂרָ֥ף מְעֹופֵֽף׃ 	serpent fly	שָׂרָ֥ף 	מְעֹופֵֽף׃ 	1	1
Isaiah 16:2	כְעֹוף־נֹודֵ֖ד קֵ֣ן מְשֻׁלָּ֑ח 	as birds flee nest send	עֹוף־	נֹודֵ֖ד 	1	1
Isaiah 16:2	כְעֹוף־נֹודֵ֖ד קֵ֣ן מְשֻׁלָּ֑ח 	as birds flee nest send	קֵ֣ן 	מְשֻׁלָּ֑ח 	1	1
Isaiah 16:14	בְּכֹ֖ל הֶהָמֹ֣ון הָרָ֑ב 	in whole the commotion the much	הֶהָמֹ֣ון 	הָרָ֑ב 	2	1
Isaiah 17:11	בְּיֹ֥ום נַחֲלָ֖ה וּכְאֵ֥ב אָנֽוּשׁ׃ ס  	in day become weak and pain incurable	כְאֵ֥ב 	אָנֽוּשׁ׃ ס  	1	1
Isaiah 17:12	הֲמֹון֙ עַמִּ֣ים רַבִּ֔ים 	commotion people much	עַמִּ֣ים 	רַבִּ֔ים 	1	1
Isaiah 17:12	כִּשְׁאֹ֛ון מַ֥יִם כַּבִּירִ֖ים 	as roar water great	מַ֥יִם 	כַּבִּירִ֖ים 	1	1
Isaiah 17:13	כִּשְׁאֹ֞ון מַ֤יִם רַבִּים֙ 	as roar water much	מַ֤יִם 	רַבִּים֙ 	1	1
Isaiah 18:2	מַלְאָכִ֣ים קַלִּ֗ים 	messenger light	מַלְאָכִ֣ים 	קַלִּ֗ים 	1	1
Isaiah 18:2	אֶל־גֹּוי֙ מְמֻשָּׁ֣ךְ וּמֹורָ֔ט 	to people draw and pull off	גֹּוי֙ 	מְמֻשָּׁ֣ךְ וּמֹורָ֔ט 	1	1
Isaiah 18:5	בֹ֥סֶר גֹּמֵ֖ל 	grape deal fully	בֹ֥סֶר 	גֹּמֵ֖ל 	1	1
Isaiah 18:7	עַ֚ם מְמֻשָּׁ֣ךְ וּמֹורָ֔ט 	people draw and pull off	עַ֚ם 	מְמֻשָּׁ֣ךְ וּמֹורָ֔ט 	1	1
Isaiah 19:1	עַל־עָ֥ב קַל֙ 	upon cloud light	עָ֥ב 	קַל֙ 	1	1
Isaiah 19:4	בְּיַ֖ד אֲדֹנִ֣ים קָשֶׁ֑ה 	in hand lord hard	אֲדֹנִ֣ים 	קָשֶׁ֑ה 	1	1
